;Pressure Calibration
;Node                         Time  Pressure
;--------------------------------------------
SenzorComunarzi-NatVech       0:00    10.00
                              1:00    10.00
                              2:00    10.00
                              3:00    10.00
                              4:00    10.00
                              5:00    10.00
                              6:00    10.00
                              7:00    10.00
                              8:00    10.00
                              9:00    10.00
                              10:00   10.00
                              11:00   10.00
                              12:00   10.00
                              13:00   10.00
                              14:00   10.00
                              15:00   10.00
                              16:00   10.00
                              17:00   10.00
                              18:00   10.00
                              19:00   10.00
                              20:00   10.00
                              21:00   10.00
                              22:00   10.00
                              23:00   10.00

SenzorCernauti-Sebesului      0:00    10.00
                              1:00    10.00
                              2:00    10.00
                              3:00    10.00
                              4:00    10.00
                              5:00    10.00
                              6:00    10.00
                              7:00    10.00
                              8:00    10.00
                              9:00    10.00
                              10:00   10.00
                              11:00   10.00
                              12:00   10.00
                              13:00   10.00
                              14:00   10.00
                              15:00   10.00
                              16:00   10.00
                              17:00   10.00
                              18:00   10.00
                              19:00   10.00
                              20:00   10.00
                              21:00   10.00
                              22:00   10.00
                              23:00   10.00

SenzorChisinau-Titulescu      0:00    10.00
                              1:00    10.00
                              2:00    10.00
                              3:00    10.00
                              4:00    10.00
                              5:00    10.00
                              6:00    10.00
                              7:00    10.00
                              8:00    10.00
                              9:00    10.00
                              10:00   10.00
                              11:00   10.00
                              12:00   10.00
                              13:00   10.00
                              14:00   10.00
                              15:00   10.00
                              16:00   10.00
                              17:00   10.00
                              18:00   10.00
                              19:00   10.00
                              20:00   10.00
                              21:00   10.00
                              22:00   10.00
                              23:00   10.00                            

SenzorComunarzi-castanului    0:00    10.00
                              1:00    10.00
                              2:00    10.00
                              3:00    10.00
                              4:00    10.00
                              5:00    10.00
                              6:00    10.00
                              7:00    10.00
                              8:00    10.00
                              9:00    10.00
                              10:00   10.00
                              11:00   10.00
                              12:00   10.00
                              13:00   10.00
                              14:00   10.00
                              15:00   10.00
                              16:00   10.00
                              17:00   10.00
                              18:00   10.00
                              19:00   10.00
                              20:00   10.00
                              21:00   10.00
                              22:00   10.00
                              23:00   10.00        


                              
